,index,Rating,car_year,brand_name,date,review,review for sentiment analysis,sentiment score,relative sentiments
993,8592,3.375,2008,Lexus,2010-11-10,es350 engine trouble engine noise beginning sound valve lifter started claiming noise abnormal noise piston slap le premium gas gas receipt 're premium ncds national center dispute settlement funded interested evidence disproving claim noise gotten refuse address issue value diminished trade time,"['es350', 'engine', 'trouble', 'engine', 'noise', 'beginning', 'sound', 'valve', 'lifter', 'started', 'claiming', 'noise', 'abnormal', 'noise', 'piston', 'slap', 'le', 'premium', 'gas', 'gas', 'receipt', ""'re"", 'premium', 'ncds', 'national', 'center', 'dispute', 'settlement', 'funded', 'interested', 'evidence', 'disproving', 'claim', 'noise', 'gotten', 'refuse', 'address', 'issue', 'value', 'diminished', 'trade', 'time']","{'neg': 0.151, 'neu': 0.716, 'pos': 0.133, 'compound': -0.2263}",negative
994,8598,4.0,2008,Lexus,2009-04-22,sticky catalytic converter leased ride quiet expected dealership say 's wind shear side mirror accelerate bit hard catalytic converter smell bad problem es300 anybody experience driver side seat belt buckle dig back seat mark leather get heated seat get warm car drove feature bluetooth front tire wore rotated dealer paint scratch major torque pull accident,"['sticky', 'catalytic', 'converter', 'leased', 'ride', 'quiet', 'expected', 'dealership', 'say', ""'s"", 'wind', 'shear', 'side', 'mirror', 'accelerate', 'bit', 'hard', 'catalytic', 'converter', 'smell', 'bad', 'problem', 'es300', 'anybody', 'experience', 'driver', 'side', 'seat', 'belt', 'buckle', 'dig', 'back', 'seat', 'mark', 'leather', 'get', 'heated', 'seat', 'get', 'warm', 'car', 'drove', 'feature', 'bluetooth', 'front', 'tire', 'wore', 'rotated', 'dealer', 'paint', 'scratch', 'major', 'torque', 'pull', 'accident']","{'neg': 0.171, 'neu': 0.799, 'pos': 0.03, 'compound': -0.8316}",negative
995,8601,3.625,2008,Lexus,2009-02-24,buy driver transmission control designed hurt economy safety issue coast quick downshift slight incline driver control handling feel bad pushed exhibit roll front handling problem powerful torque steer dangerous direction pushed dead stop prepared hard acceleration planned required lighting poor design goof paint thin prone scratch dealer service charges service shop,"['buy', 'driver', 'transmission', 'control', 'designed', 'hurt', 'economy', 'safety', 'issue', 'coast', 'quick', 'downshift', 'slight', 'incline', 'driver', 'control', 'handling', 'feel', 'bad', 'pushed', 'exhibit', 'roll', 'front', 'handling', 'problem', 'powerful', 'torque', 'steer', 'dangerous', 'direction', 'pushed', 'dead', 'stop', 'prepared', 'hard', 'acceleration', 'planned', 'required', 'lighting', 'poor', 'design', 'goof', 'paint', 'thin', 'prone', 'scratch', 'dealer', 'service', 'charges', 'service', 'shop']","{'neg': 0.357, 'neu': 0.539, 'pos': 0.104, 'compound': -0.9538}",negative
996,8603,2.625,2008,Lexus,2009-02-09,mistake purchased first es350 looking quieter comfortable ride shocked injector loud thought diesel engine worse cold guess showroom tried returned dealer said thats way anti-locking brake shook abs rotor turned wind noise front window tire balance roared wind noise repaired cup holder small interior storage ball cap,"['mistake', 'purchased', 'first', 'es350', 'looking', 'quieter', 'comfortable', 'ride', 'shocked', 'injector', 'loud', 'thought', 'diesel', 'engine', 'worse', 'cold', 'guess', 'showroom', 'tried', 'returned', 'dealer', 'said', 'thats', 'way', 'anti-locking', 'brake', 'shook', 'abs', 'rotor', 'turned', 'wind', 'noise', 'front', 'window', 'tire', 'balance', 'roared', 'wind', 'noise', 'repaired', 'cup', 'holder', 'small', 'interior', 'storage', 'ball', 'cap']","{'neg': 0.169, 'neu': 0.771, 'pos': 0.061, 'compound': -0.5994}",negative
997,8616,3.875,2008,Lexus,2008-06-08,squeakmobile disappointment ride power developed squeak rattle whole panel rear seat rattles/vibrates turn radio glove compartment door latch broke close take several try voice-recognition system get number interior material cheap glove compartment coin door flimsy quality leather third-rate tall all-around visibility limited roofline low windowsill high windshield inclined rearview mirror get way,"['squeakmobile', 'disappointment', 'ride', 'power', 'developed', 'squeak', 'rattle', 'whole', 'panel', 'rear', 'seat', 'rattles/vibrates', 'turn', 'radio', 'glove', 'compartment', 'door', 'latch', 'broke', 'close', 'take', 'several', 'try', 'voice-recognition', 'system', 'get', 'number', 'interior', 'material', 'cheap', 'glove', 'compartment', 'coin', 'door', 'flimsy', 'quality', 'leather', 'third-rate', 'tall', 'all-around', 'visibility', 'limited', 'roofline', 'low', 'windowsill', 'high', 'windshield', 'inclined', 'rearview', 'mirror', 'get', 'way']","{'neg': 0.173, 'neu': 0.805, 'pos': 0.022, 'compound': -0.8316}",negative
998,8651,4.0,2015,Lexus,2016-11-07,par electronic sold luxury owning realized nothing luxury grittiness company dealership little paint job outdated electronic frustrated entertainment system disappointing outrage maintenance price oil change charge want navigation system updated recommend buying,"['par', 'electronic', 'sold', 'luxury', 'owning', 'realized', 'nothing', 'luxury', 'grittiness', 'company', 'dealership', 'little', 'paint', 'job', 'outdated', 'electronic', 'frustrated', 'entertainment', 'system', 'disappointing', 'outrage', 'maintenance', 'price', 'oil', 'change', 'charge', 'want', 'navigation', 'system', 'updated', 'recommend', 'buying']","{'neg': 0.233, 'neu': 0.612, 'pos': 0.155, 'compound': -0.6486}",negative
999,8659,3.0,2007,Lexus,2017-11-19,beware dashboard deterioration model defective dashboard crack becomes sticky charge high price replacement installation,"['beware', 'dashboard', 'deterioration', 'model', 'defective', 'dashboard', 'crack', 'becomes', 'sticky', 'charge', 'high', 'price', 'replacement', 'installation']","{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.4404}",negative
1000,8660,4.0,2007,Lexus,2017-08-18,dashboard awful / support non existent august update replaced dash cost happy es issue dashboard dashboard deteriorating sticky bad glare extended warranty may receive notice trying get local dealership help local dealer told hand deal corporate corporate given run admitted problem dash said warranty defect “ ” explained receive notification imagined existing problem car searching internet solution disappointed corporate ’ lack concern local dealer saying help,"['dashboard', 'awful', '/', 'support', 'non', 'existent', 'august', 'update', 'replaced', 'dash', 'cost', 'happy', 'es', 'issue', 'dashboard', 'dashboard', 'deteriorating', 'sticky', 'bad', 'glare', 'extended', 'warranty', 'may', 'receive', 'notice', 'trying', 'get', 'local', 'dealership', 'help', 'local', 'dealer', 'told', 'hand', 'deal', 'corporate', 'corporate', 'given', 'run', 'admitted', 'problem', 'dash', 'said', 'warranty', 'defect', '“', '”', 'explained', 'receive', 'notification', 'imagined', 'existing', 'problem', 'car', 'searching', 'internet', 'solution', 'disappointed', 'corporate', '’', 'lack', 'concern', 'local', 'dealer', 'saying', 'help']","{'neg': 0.228, 'neu': 0.556, 'pos': 0.216, 'compound': -0.25}",negative
1001,8666,3.0,2007,Lexus,2015-09-22,major problem paint chipping ridiculous everyday chipping hood problem beagn read review issue take value addition replaced transmission water pump get regular oil change wish get paint job feel much better money 've spent repair,"['major', 'problem', 'paint', 'chipping', 'ridiculous', 'everyday', 'chipping', 'hood', 'problem', 'beagn', 'read', 'review', 'issue', 'take', 'value', 'addition', 'replaced', 'transmission', 'water', 'pump', 'get', 'regular', 'oil', 'change', 'wish', 'get', 'paint', 'job', 'feel', 'much', 'better', 'money', ""'ve"", 'spent', 'repair']","{'neg': 0.176, 'neu': 0.646, 'pos': 0.178, 'compound': 0.0258}",neutral
1002,8667,2.375,2007,Lexus,2015-04-21,nightmare two oil change leaking oil heater coil replaced heat worst winter history thermostat replaced coolant/coolant housing replaced 's low loud piston-slapping coming engine sound diesel need spark plug supposed changed o2 sensor mention soft paint chip fact eats brake pad likely [ non-permissible content removed ] day buying sucks lesson,"['nightmare', 'two', 'oil', 'change', 'leaking', 'oil', 'heater', 'coil', 'replaced', 'heat', 'worst', 'winter', 'history', 'thermostat', 'replaced', 'coolant/coolant', 'housing', 'replaced', ""'s"", 'low', 'loud', 'piston-slapping', 'coming', 'engine', 'sound', 'diesel', 'need', 'spark', 'plug', 'supposed', 'changed', 'o2', 'sensor', 'mention', 'soft', 'paint', 'chip', 'fact', 'eats', 'brake', 'pad', 'likely', '[', 'non-permissible', 'content', 'removed', ']', 'day', 'buying', 'sucks', 'lesson']","{'neg': 0.156, 'neu': 0.809, 'pos': 0.034, 'compound': -0.7783}",negative
1003,8669,3.75,2007,Lexus,2014-06-23,engine noise a/c problem car lifetime.the last became car.this major problem able correct. engine make noise cold sound tappet noise previous year engine idle rough.lexus tell fuel injector normal.my altima make type noise rough idle. a/c cover dash board area tiny white specs.lexus change evaporator twice a/c filter numerous times.it spewing causing health problem lungs.i disappointed,"['engine', 'noise', 'a/c', 'problem', 'car', 'lifetime.the', 'last', 'became', 'car.this', 'major', 'problem', 'able', 'correct.', 'engine', 'make', 'noise', 'cold', 'sound', 'tappet', 'noise', 'previous', 'year', 'engine', 'idle', 'rough.lexus', 'tell', 'fuel', 'injector', 'normal.my', 'altima', 'make', 'type', 'noise', 'rough', 'idle.', 'a/c', 'cover', 'dash', 'board', 'area', 'tiny', 'white', 'specs.lexus', 'change', 'evaporator', 'twice', 'a/c', 'filter', 'numerous', 'times.it', 'spewing', 'causing', 'health', 'problem', 'lungs.i', 'disappointed']","{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.8807}",negative
1004,8670,3.125,2007,Lexus,2013-10-12,first hate electrical system.i number defect car electronics course occurred warrantee ended.lexus charge diagnosis problem.on occasion issue loose wire feed sound care made.sure enough plug fixed diagnostic air bag light go received estimate bit hi worth point.my local mechanic fixed issue,"['first', 'hate', 'electrical', 'system.i', 'number', 'defect', 'car', 'electronics', 'course', 'occurred', 'warrantee', 'ended.lexus', 'charge', 'diagnosis', 'problem.on', 'occasion', 'issue', 'loose', 'wire', 'feed', 'sound', 'care', 'made.sure', 'enough', 'plug', 'fixed', 'diagnostic', 'air', 'bag', 'light', 'go', 'received', 'estimate', 'bit', 'hi', 'worth', 'point.my', 'local', 'mechanic', 'fixed', 'issue']","{'neg': 0.169, 'neu': 0.703, 'pos': 0.129, 'compound': -0.4588}",negative
1005,8675,2.625,2007,Lexus,2011-08-08,place needless say 'm disappointed nice looking exterior stereo terrific gas end first month noticed paint chipping scratch thought bad luck started appearing blotching dirt road 's garage kept hyundai get driven day front chip scratch seat uncomfortable feel sitting hole rattle dash carriage door seat position button problem poor int lite + button design,"['place', 'needless', 'say', ""'m"", 'disappointed', 'nice', 'looking', 'exterior', 'stereo', 'terrific', 'gas', 'end', 'first', 'month', 'noticed', 'paint', 'chipping', 'scratch', 'thought', 'bad', 'luck', 'started', 'appearing', 'blotching', 'dirt', 'road', ""'s"", 'garage', 'kept', 'hyundai', 'get', 'driven', 'day', 'front', 'chip', 'scratch', 'seat', 'uncomfortable', 'feel', 'sitting', 'hole', 'rattle', 'dash', 'carriage', 'door', 'seat', 'position', 'button', 'problem', 'poor', 'int', 'lite', '+', 'button', 'design']","{'neg': 0.244, 'neu': 0.631, 'pos': 0.125, 'compound': -0.8176}",negative
1006,8678,3.25,2007,Lexus,2010-08-07,overpriced traded merc e class ride understeers feel boaty curve ruby red paint quality pitiful slightest impact item cardboard plastic scratching paint surface supposed cpo came several problem including warped front brake rotor dead battery key fob floor board shimmy unbalanced wheel paint colored wax covering prior owner scratch washed first wash. cpo warranty rest gimmick,"['overpriced', 'traded', 'merc', 'e', 'class', 'ride', 'understeers', 'feel', 'boaty', 'curve', 'ruby', 'red', 'paint', 'quality', 'pitiful', 'slightest', 'impact', 'item', 'cardboard', 'plastic', 'scratching', 'paint', 'surface', 'supposed', 'cpo', 'came', 'several', 'problem', 'including', 'warped', 'front', 'brake', 'rotor', 'dead', 'battery', 'key', 'fob', 'floor', 'board', 'shimmy', 'unbalanced', 'wheel', 'paint', 'colored', 'wax', 'covering', 'prior', 'owner', 'scratch', 'washed', 'first', 'wash.', 'cpo', 'warranty', 'rest', 'gimmick']","{'neg': 0.164, 'neu': 0.836, 'pos': 0.0, 'compound': -0.8807}",negative
1007,8679,3.5,2007,Lexus,2010-07-03,major problem steering rod transmission leak year weekend fun transmission replaced change gear major kick week vsc came month turn steering wheel feel clicking noise shop went defect steering rod oil leak plug defective replaced thank god inst use daily,"['major', 'problem', 'steering', 'rod', 'transmission', 'leak', 'year', 'weekend', 'fun', 'transmission', 'replaced', 'change', 'gear', 'major', 'kick', 'week', 'vsc', 'came', 'month', 'turn', 'steering', 'wheel', 'feel', 'clicking', 'noise', 'shop', 'went', 'defect', 'steering', 'rod', 'oil', 'leak', 'plug', 'defective', 'replaced', 'thank', 'god', 'inst', 'use', 'daily']","{'neg': 0.243, 'neu': 0.607, 'pos': 0.15, 'compound': -0.5994}",negative
1008,8683,2.875,2007,Lexus,2010-02-12,okay okay first last compared lack technology built quality reliability company oil change expensive mention mile tune cost owner problems windows gone track driver door auto lock open key sensor broken steering wheel falling transmission terrible much lag push accelerator looking family long trip make sure first,"['okay', 'okay', 'first', 'last', 'compared', 'lack', 'technology', 'built', 'quality', 'reliability', 'company', 'oil', 'change', 'expensive', 'mention', 'mile', 'tune', 'cost', 'owner', 'problems', 'windows', 'gone', 'track', 'driver', 'door', 'auto', 'lock', 'open', 'key', 'sensor', 'broken', 'steering', 'wheel', 'falling', 'transmission', 'terrible', 'much', 'lag', 'push', 'accelerator', 'looking', 'family', 'long', 'trip', 'make', 'sure', 'first']","{'neg': 0.256, 'neu': 0.641, 'pos': 0.103, 'compound': -0.8442}",negative
1009,8689,4.0,2007,Lexus,2009-11-10,'s pricey disappointing looking upscale offer low cost ownership expensive maintain required costly repair including brake rotor poor lighting cabin night kid complain lack light switches backlit finding right switch difficult temperature control horrible independent temp control passenger driver correlation set delivers 's sensor outside cabin voice recognition phone mediocre best paint chipping hood,"[""'s"", 'pricey', 'disappointing', 'looking', 'upscale', 'offer', 'low', 'cost', 'ownership', 'expensive', 'maintain', 'required', 'costly', 'repair', 'including', 'brake', 'rotor', 'poor', 'lighting', 'cabin', 'night', 'kid', 'complain', 'lack', 'light', 'switches', 'backlit', 'finding', 'right', 'switch', 'difficult', 'temperature', 'control', 'horrible', 'independent', 'temp', 'control', 'passenger', 'driver', 'correlation', 'set', 'delivers', ""'s"", 'sensor', 'outside', 'cabin', 'voice', 'recognition', 'phone', 'mediocre', 'best', 'paint', 'chipping', 'hood']","{'neg': 0.295, 'neu': 0.645, 'pos': 0.06, 'compound': -0.9246}",negative
1010,8695,3.5,2007,Lexus,2009-04-30,es350 paint issue es350 paint chipping rust issue hood florida york winter hood large paint chip rust rest fine dealer tried repair bottled touch paint raised paint damaged area making look worse closed book said repair disappointed attempt repair paint rust warranty none,"['es350', 'paint', 'issue', 'es350', 'paint', 'chipping', 'rust', 'issue', 'hood', 'florida', 'york', 'winter', 'hood', 'large', 'paint', 'chip', 'rust', 'rest', 'fine', 'dealer', 'tried', 'repair', 'bottled', 'touch', 'paint', 'raised', 'paint', 'damaged', 'area', 'making', 'look', 'worse', 'closed', 'book', 'said', 'repair', 'disappointed', 'attempt', 'repair', 'paint', 'rust', 'warranty', 'none']","{'neg': 0.182, 'neu': 0.782, 'pos': 0.036, 'compound': -0.8074}",negative
1011,8697,3.875,2007,Lexus,2009-04-06,door handle pulls door purchased es june first 've happy problem past week driver side door handle pulled door able dealership snap handle door initially wanted pay labor cost disputed paid replacement purchased many car door handle broken car purchased.the door tampered sign forced entry believe defect construction,"['door', 'handle', 'pulls', 'door', 'purchased', 'es', 'june', 'first', ""'ve"", 'happy', 'problem', 'past', 'week', 'driver', 'side', 'door', 'handle', 'pulled', 'door', 'able', 'dealership', 'snap', 'handle', 'door', 'initially', 'wanted', 'pay', 'labor', 'cost', 'disputed', 'paid', 'replacement', 'purchased', 'many', 'car', 'door', 'handle', 'broken', 'car', 'purchased.the', 'door', 'tampered', 'sign', 'forced', 'entry', 'believe', 'defect', 'construction']","{'neg': 0.251, 'neu': 0.687, 'pos': 0.062, 'compound': -0.8519}",negative
1012,8700,3.875,2007,Lexus,2009-02-20,expected better certified unit rattles dash driver door loud knocking injection system 'm told engine cold parts sound tinny bumped door shut poor lighting rear seat area console storage poor due unusual access method door panel door sill something plastic marked entry exit carpet nice quality design expected,"['expected', 'better', 'certified', 'unit', 'rattles', 'dash', 'driver', 'door', 'loud', 'knocking', 'injection', 'system', ""'m"", 'told', 'engine', 'cold', 'parts', 'sound', 'tinny', 'bumped', 'door', 'shut', 'poor', 'lighting', 'rear', 'seat', 'area', 'console', 'storage', 'poor', 'due', 'unusual', 'access', 'method', 'door', 'panel', 'door', 'sill', 'something', 'plastic', 'marked', 'entry', 'exit', 'carpet', 'nice', 'quality', 'design', 'expected']","{'neg': 0.111, 'neu': 0.787, 'pos': 0.102, 'compound': -0.128}",negative
1013,8701,3.75,2007,Lexus,2009-02-19,disappointment many unexpected repair reputation reliable expect several unscheduled unexpected repair lucky purchased extended warranty suggest get extended warranty future buyer try look warranty disappointed purchasing sure purchase first time purchase sure high-end automobile company sell defective le repair list long list box,"['disappointment', 'many', 'unexpected', 'repair', 'reputation', 'reliable', 'expect', 'several', 'unscheduled', 'unexpected', 'repair', 'lucky', 'purchased', 'extended', 'warranty', 'suggest', 'get', 'extended', 'warranty', 'future', 'buyer', 'try', 'look', 'warranty', 'disappointed', 'purchasing', 'sure', 'purchase', 'first', 'time', 'purchase', 'sure', 'high-end', 'automobile', 'company', 'sell', 'defective', 'le', 'repair', 'list', 'long', 'list', 'box']","{'neg': 0.173, 'neu': 0.689, 'pos': 0.138, 'compound': -0.4404}",negative
1014,8707,3.875,2007,Lexus,2008-09-24,first built first problem developed squeak rattle sound whole panel body flex going bump whole panel behind roof sound bending making terrible noise dealer replaced seat part noise rattles/vibrates turn stopped using km last used km performance used premium return gas mileage take several try voice-recognition system go,"['first', 'built', 'first', 'problem', 'developed', 'squeak', 'rattle', 'sound', 'whole', 'panel', 'body', 'flex', 'going', 'bump', 'whole', 'panel', 'behind', 'roof', 'sound', 'bending', 'making', 'terrible', 'noise', 'dealer', 'replaced', 'seat', 'part', 'noise', 'rattles/vibrates', 'turn', 'stopped', 'using', 'km', 'last', 'used', 'km', 'performance', 'used', 'premium', 'return', 'gas', 'mileage', 'take', 'several', 'try', 'voice-recognition', 'system', 'go']","{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.7717}",negative
1015,8713,3.625,2007,Lexus,2008-06-11,disappointing smooth comfortable ride overall bland experience ruined hopeless navigation system fall way short garmin mapquest dealer looked many time confirmed seems want calculate straight line route highway much quicker ipod connector buried center console awkward design lot component switch look feel prius wish gone,"['disappointing', 'smooth', 'comfortable', 'ride', 'overall', 'bland', 'experience', 'ruined', 'hopeless', 'navigation', 'system', 'fall', 'way', 'short', 'garmin', 'mapquest', 'dealer', 'looked', 'many', 'time', 'confirmed', 'seems', 'want', 'calculate', 'straight', 'line', 'route', 'highway', 'much', 'quicker', 'ipod', 'connector', 'buried', 'center', 'console', 'awkward', 'design', 'lot', 'component', 'switch', 'look', 'feel', 'prius', 'wish', 'gone']","{'neg': 0.191, 'neu': 0.648, 'pos': 0.161, 'compound': -0.4019}",negative
1016,8728,4.0,2018,Lexus,2018-02-08,ride navigation mixed hard set control dumb route miss interprets voice command using phone,"['ride', 'navigation', 'mixed', 'hard', 'set', 'control', 'dumb', 'route', 'miss', 'interprets', 'voice', 'command', 'using', 'phone']","{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.6486}",negative
1017,8734,3.0,2017,Lexus,2017-11-08,cheap check quarter panel intergration part involves plastic rubber part cheap reliable,"['cheap', 'check', 'quarter', 'panel', 'intergration', 'part', 'involves', 'plastic', 'rubber', 'part', 'cheap', 'reliable']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1018,8748,2.0,2012,Lexus,2018-01-12,inferior seating material mile trip notice cut corner pleather irritated elbow bad way miami buy hand towel cover armrest keep elbow hurting issue trip jaguar,"['inferior', 'seating', 'material', 'mile', 'trip', 'notice', 'cut', 'corner', 'pleather', 'irritated', 'elbow', 'bad', 'way', 'miami', 'buy', 'hand', 'towel', 'cover', 'armrest', 'keep', 'elbow', 'hurting', 'issue', 'trip', 'jaguar']","{'neg': 0.387, 'neu': 0.525, 'pos': 0.088, 'compound': -0.8689}",negative
1019,8749,3.0,2012,Lexus,2017-09-17,bad leather seat purchase interior leather worst seen called luxury replace seat cover perforated insert plain ripp pay seat replace cushion expected say normal wear tear years ripps kia better interior price beware,"['bad', 'leather', 'seat', 'purchase', 'interior', 'leather', 'worst', 'seen', 'called', 'luxury', 'replace', 'seat', 'cover', 'perforated', 'insert', 'plain', 'ripp', 'pay', 'seat', 'replace', 'cushion', 'expected', 'say', 'normal', 'wear', 'tear', 'years', 'ripps', 'kia', 'better', 'interior', 'price', 'beware']","{'neg': 0.299, 'neu': 0.635, 'pos': 0.066, 'compound': -0.8834}",negative
1020,8755,4.0,2012,Lexus,2014-05-14,buy nav system es350 2012-16 fourth last model liked value feature latter pricey.we es-350 brand navigation system dreadful worse major improvement system ensuing year including model obamacare voice-activated off-the-shelf garmin run circle rip-off 's awful.the fact navigation system improved junked december affirms arrogance usa executive tell-tale sign call number learns management refuse phone rep tool job see instrument panel monitor see 'm trouble help first management hose customer hose employee shameful latter,"['buy', 'nav', 'system', 'es350', '2012-16', 'fourth', 'last', 'model', 'liked', 'value', 'feature', 'latter', 'pricey.we', 'es-350', 'brand', 'navigation', 'system', 'dreadful', 'worse', 'major', 'improvement', 'system', 'ensuing', 'year', 'including', 'model', 'obamacare', 'voice-activated', 'off-the-shelf', 'garmin', 'run', 'circle', 'rip-off', ""'s"", 'awful.the', 'fact', 'navigation', 'system', 'improved', 'junked', 'december', 'affirms', 'arrogance', 'usa', 'executive', 'tell-tale', 'sign', 'call', 'number', 'learns', 'management', 'refuse', 'phone', 'rep', 'tool', 'job', 'see', 'instrument', 'panel', 'monitor', 'see', ""'m"", 'trouble', 'help', 'first', 'management', 'hose', 'customer', 'hose', 'employee', 'shameful', 'latter']","{'neg': 0.189, 'neu': 0.647, 'pos': 0.165, 'compound': -0.4939}",negative
1021,8757,3.5,2012,Lexus,2012-07-17,paint research es350 heard nothing thing heard nothing paint issue owned high end car life compulsive side come maintaining vehicle use wash car detailed dirt road many scratch stopped counting le look old looked computer found class action law suit paint problem,"['paint', 'research', 'es350', 'heard', 'nothing', 'thing', 'heard', 'nothing', 'paint', 'issue', 'owned', 'high', 'end', 'car', 'life', 'compulsive', 'side', 'come', 'maintaining', 'vehicle', 'use', 'wash', 'car', 'detailed', 'dirt', 'road', 'many', 'scratch', 'stopped', 'counting', 'le', 'look', 'old', 'looked', 'computer', 'found', 'class', 'action', 'law', 'suit', 'paint', 'problem']","{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.7184}",negative
1022,8764,4.0,2016,Lexus,2017-05-29,first foreign first foreign made auto es nice paid 're little disappointed bamboo interior seat appear turning dark perforated hole seat advised use simple green clean afraid change color make worst please advise anyone problem,"['first', 'foreign', 'first', 'foreign', 'made', 'auto', 'es', 'nice', 'paid', ""'re"", 'little', 'disappointed', 'bamboo', 'interior', 'seat', 'appear', 'turning', 'dark', 'perforated', 'hole', 'seat', 'advised', 'use', 'simple', 'green', 'clean', 'afraid', 'change', 'color', 'make', 'worst', 'please', 'advise', 'anyone', 'problem']","{'neg': 0.207, 'neu': 0.625, 'pos': 0.168, 'compound': -0.4228}",negative
1023,8770,4.0,2016,Lexus,2016-11-04,es350 purchased purchased remaining,"['es350', 'purchased', 'purchased', 'remaining']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1024,8774,4.0,2016,Lexus,2016-08-22,early accurate opinion put 's early accurate assessment,"['early', 'accurate', 'opinion', 'put', ""'s"", 'early', 'accurate', 'assessment']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1025,8775,3.0,2016,Lexus,2016-08-19,'s missing luxury automobile luxury feature bothered much feature missing digital speedometer today ’ analog speedometer hard see certain condition see police tolerance speed limit place increment analog speedometer ’ cut jeep grand cherokee digital speedometer analog dash navigation system turn red exceed limit hardware processor provide digital speedometer chose es350 dealer told expensive model digital speedometer smart phone warning sensor protect high curb low slung front end look get curb horrendous repair bill parking assist front sensor ’ help high curb angled sensor problem solved problem understood left uncovered purpose friend f150 ford degree camera trick luxury want fix front end damage .third “ remote start ” fob car want buy enform app app cost lot money first delay actual remote start unusable many situation old jeep instant remote start fob vehicle say app stuff locator locator free app smart phone first ’ pony enform remote say help find stolen ’ sweet.fourth map button touch button hurry get navi map see next street name ’ screen screen split screen capability used map button took generation jeep obvious omission….but button get radio medium voice command say take navi start asking question “ go map ” voice command ’ hold button get ways.it 's missing bothersome bad overpriced es nice sent notice want keep enform app cost year update 's degree see owner remote starting car click fob get ac going realize duplicitous enform app,"[""'s"", 'missing', 'luxury', 'automobile', 'luxury', 'feature', 'bothered', 'much', 'feature', 'missing', 'digital', 'speedometer', 'today', '’', 'analog', 'speedometer', 'hard', 'see', 'certain', 'condition', 'see', 'police', 'tolerance', 'speed', 'limit', 'place', 'increment', 'analog', 'speedometer', '’', 'cut', 'jeep', 'grand', 'cherokee', 'digital', 'speedometer', 'analog', 'dash', 'navigation', 'system', 'turn', 'red', 'exceed', 'limit', 'hardware', 'processor', 'provide', 'digital', 'speedometer', 'chose', 'es350', 'dealer', 'told', 'expensive', 'model', 'digital', 'speedometer', 'smart', 'phone', 'warning', 'sensor', 'protect', 'high', 'curb', 'low', 'slung', 'front', 'end', 'look', 'get', 'curb', 'horrendous', 'repair', 'bill', 'parking', 'assist', 'front', 'sensor', '’', 'help', 'high', 'curb', 'angled', 'sensor', 'problem', 'solved', 'problem', 'understood', 'left', 'uncovered', 'purpose', 'friend', 'f150', 'ford', 'degree', 'camera', 'trick', 'luxury', 'want', 'fix', 'front', 'end', 'damage', '.third', '“', 'remote', 'start', '”', 'fob', 'car', 'want', 'buy', 'enform', 'app', 'app', 'cost', 'lot', 'money', 'first', 'delay', 'actual', 'remote', 'start', 'unusable', 'many', 'situation', 'old', 'jeep', 'instant', 'remote', 'start', 'fob', 'vehicle', 'say', 'app', 'stuff', 'locator', 'locator', 'free', 'app', 'smart', 'phone', 'first', '’', 'pony', 'enform', 'remote', 'say', 'help', 'find', 'stolen', '’', 'sweet.fourth', 'map', 'button', 'touch', 'button', 'hurry', 'get', 'navi', 'map', 'see', 'next', 'street', 'name', '’', 'screen', 'screen', 'split', 'screen', 'capability', 'used', 'map', 'button', 'took', 'generation', 'jeep', 'obvious', 'omission….but', 'button', 'get', 'radio', 'medium', 'voice', 'command', 'say', 'take', 'navi', 'start', 'asking', 'question', '“', 'go', 'map', '”', 'voice', 'command', '’', 'hold', 'button', 'get', 'ways.it', ""'s"", 'missing', 'bothersome', 'bad', 'overpriced', 'es', 'nice', 'sent', 'notice', 'want', 'keep', 'enform', 'app', 'cost', 'year', 'update', ""'s"", 'degree', 'see', 'owner', 'remote', 'starting', 'car', 'click', 'fob', 'get', 'ac', 'going', 'realize', 'duplicitous', 'enform', 'app']","{'neg': 0.156, 'neu': 0.711, 'pos': 0.134, 'compound': -0.7003}",negative
